2014-04-01,0
2014-03-07,0
2014-02-18,0
2014-02-07,0
2014-02-06,0
2014-02-05,0
2014-02-04,0
2014-01-24,0
2014-01-22,0
2014-01-21,0
2014-01-17,0
2014-01-16,0
2014-01-10,0
2014-01-07,0
2014-01-04,0
2014-01-03,0
2014-01-02,0
2013-12-27,100
2013-12-25,100
2013-12-20,50
2013-12-18,0
2013-12-17,0
2013-12-14,0
2013-12-13,100
2013-12-12,0
2013-12-10,0
2013-12-07,0
2013-12-06,0
2013-12-03,0
2013-11-30,0
2013-11-29,0
2013-11-26,0
2013-11-22,0
2013-11-21,0
2013-11-19,0
2013-11-15,0
2013-11-14,0
2013-11-13,100
2013-11-07,0
2013-10-29,50
2013-10-24,0
2013-10-10,0
2013-09-27,0
2013-09-26,0
2013-09-25,0
2013-09-19,0
2013-09-18,0
2013-09-17,0
2013-09-14,0
2013-09-12,0
2013-09-11,0
2013-09-06,100
2013-09-05,0
2013-09-04,0
2013-09-03,0
2013-08-31,0
2013-08-23,0
2013-08-22,0
2013-08-15,0
2013-08-14,0
2013-08-13,100
2013-08-07,100
2013-08-03,100
2013-07-27,0
2013-07-19,0
2013-07-18,0
2013-07-16,33.333333333333
2013-07-13,0
2013-06-27,0
2013-06-15,0
2013-06-14,0
2013-06-13,0
2013-06-11,0
2013-06-08,0
2013-06-07,0
2013-06-05,0
2013-06-04,0
2013-06-03,0
2013-05-31,0
2013-05-30,0
2013-05-29,33.333333333333
2013-05-25,100
2013-05-22,100
2013-05-21,0
2013-05-09,100
2013-05-01,0
2013-04-30,0
2013-04-17,0
2013-04-12,0
2013-04-05,0
2013-04-04,0
2013-04-03,0
2013-03-27,0
2013-03-26,0
2013-03-23,0
2013-03-22,0
2013-03-21,0
2013-03-20,0
2013-03-19,0
2013-03-16,0
2013-03-15,0
2013-03-14,0
2013-03-12,0
2013-03-09,0
2013-03-08,0
2013-03-06,0
2013-03-05,0
2013-03-02,0
2013-02-28,0
2013-02-27,0
2013-02-26,0
2013-02-23,0
2013-02-21,0
2013-02-20,0
2013-02-15,0
2013-02-14,66.666666666667
2013-02-12,0
2013-02-08,0
2013-01-23,0
2013-01-15,0
2013-01-11,100
2013-01-09,0
2013-01-05,0
2013-01-03,0
2013-01-01,0
